id,location,sub_locality,property_type,estimated_price_per_sqft,demand_level,roi_category,infrastructure_score,zone_type,growth_potential,best_for,remarks
LKO-PROP-14486,Uattardhona,Uattardhona - Sector F,Retail Shop,2894,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-14487,Nishatganj Extension,Nishatganj Extension - Sector G,1BHK Apartment,3701,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-14488,Cantonment Extension,Cantonment Extension - Sector E,Commercial Plot,2913,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-14489,Tiwariganj,Tiwariganj - Main Road,Independent House,3626,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-14490,Chinhat Extension Phase 3,Chinhat Extension Phase 3 - Sector B,Warehouse space,3026,High,High,7.0,Growth,Medium,Investment,
LKO-PROP-14491,Aliganj,Aliganj - Sector G,2BHK Apartment,3341,High,Medium,7.0,Developed,Medium,Coaching|Retail,
LKO-PROP-14492,Sarojini Nagar Phase 3,Sarojini Nagar Phase 3 - Phase 2,1BHK Apartment,2604,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-14493,Indiranagar Sector 20,Indiranagar Sector 20 - Phase 5,1BHK Apartment,3104,High,Medium,8.0,Premium,Medium,Residential Business,
LKO-PROP-14494,Krishna Nagar,Krishna Nagar - Phase 4,Residential Plot,3304,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-14495,Sapru Marg,Sapru Marg - Sector F,1BHK Apartment,2662,Very High,Medium,10.0,Commercial Core,Medium,Corporate Offices,
LKO-PROP-14496,Kalyanpur Extension,Kalyanpur Extension - Phase 1,Residential Plot,2409,High,High,6.0,Growth,Medium,Local Shops,
LKO-PROP-14497,DLF Extension Area,DLF Extension Area - Extension,Warehouse space,3831,Medium,High,8.0,Planned,Medium,Residential,
LKO-PROP-14498,Butler Colony,Butler Colony - Phase 1,Commercial Plot,2663,Medium,Low,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-14499,Indraprastha,Indraprastha - Inner Circle,2BHK Apartment,3034,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-14500,Raebareli Bypass,Raebareli Bypass - Sector I,Independent House,3537,Low,High,6.0,Outer Growth,Medium,Industrial,
LKO-PROP-14501,Gomti Nagar Phase 4,Gomti Nagar Phase 4 - Sector D,3BHK Apartment,2941,High,High,9.0,Premium Growth,Medium,Investment,
LKO-PROP-14502,Sarojini Nagar Phase 3,Sarojini Nagar Phase 3 - Sector I,Warehouse space,3651,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-14503,Gomti Nagar Phase 4,Gomti Nagar Phase 4 - Main Road,2BHK Apartment,3442,High,High,9.0,Premium Growth,Medium,Investment,
LKO-PROP-14504,La Martiniere Area,La Martiniere Area - Sector D,Warehouse space,3734,High,Medium,9.0,Premium,Medium,Schools|Institutions,
LKO-PROP-14505,Vikas Nagar Extension,Vikas Nagar Extension - Extension,Retail Shop,2567,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-14506,DLF Extension Area,DLF Extension Area - Phase 1,3BHK Apartment,2841,Medium,High,8.0,Planned,Medium,Residential,
LKO-PROP-14507,Saadatganj,Saadatganj - Sector F,Retail Shop,3771,Medium,Medium,6.0,Old City,Medium,Residential Shops,
LKO-PROP-14508,Rajajipuram,Rajajipuram - Phase 5,Retail Shop,3499,High,Medium,6.0,Residential,Medium,Local Shops|Housing,
LKO-PROP-14509,Malhaur Extension,Malhaur Extension - Sector C,Independent House,3150,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14510,Lucknow Airport Zone,Lucknow Airport Zone - Sector D,2BHK Apartment,3824,High,High,9.0,Airport Zone,Medium,Hotels|Logistics,
LKO-PROP-14511,South City,South City - Phase 1,3BHK Apartment,3280,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14512,DLF Extension Area,DLF Extension Area - Phase 2,3BHK Apartment,2917,Medium,High,8.0,Planned,Medium,Residential,
LKO-PROP-14513,Kapoorthala,Kapoorthala - Main Road,2BHK Apartment,2669,High,Medium,8.0,Commercial,Medium,Shops|Retail,
LKO-PROP-14514,Amausi Industrial Area,Amausi Industrial Area - Sector D,2BHK Apartment,3527,Medium,High,8.0,Industrial Growth,Medium,Logistics|Warehouse,
LKO-PROP-14515,Balaganj,Balaganj - Sector H,Warehouse space,3440,Medium,Medium,5.0,Old City,Medium,Traditional Business,
LKO-PROP-14516,Omaxe Residency,Omaxe Residency - Sector B,Warehouse space,3207,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14517,Chinhat,Chinhat - Phase 5,Commercial Plot,3578,High,High,7.0,Growth,High,Shops|Cloud Kitchen,
LKO-PROP-14518,Daliganj Extension,Daliganj Extension - Sector G,Warehouse space,3627,High,Medium,7.0,Central,Medium,Retail|Offices,
LKO-PROP-14519,Ansal Sushant,Ansal Sushant - Sector B,3BHK Apartment,3244,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14520,Vibhuti Khand Extension,Vibhuti Khand Extension - Sector A,3BHK Apartment,3892,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14521,South City Phase 2,South City Phase 2 - Sector G,Residential Plot,3038,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-14522,Ansal API,Ansal API - Sector E,Commercial Plot,3440,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14523,Gomti Nagar Extension,Gomti Nagar Extension - Phase 1,3BHK Apartment,3779,High,High,8.0,Growth,Medium,Investment|Startups,
LKO-PROP-14524,Nishatganj,Nishatganj - Phase 4,1BHK Apartment,2947,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-14525,Safedabad,Safedabad - Sector A,1BHK Apartment,2711,Medium,High,7.0,Growth,Medium,Residential Expansion,
LKO-PROP-14526,Rajendra Nagar,Rajendra Nagar - Inner Circle,Residential Plot,3214,High,Medium,7.0,Residential,Medium,Local Shops,
LKO-PROP-14527,Sarojini Nagar,Sarojini Nagar - Sector G,Warehouse space,3508,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-14528,Rajajipuram,Rajajipuram - Phase 2,1BHK Apartment,3784,High,Medium,6.0,Residential,Medium,Local Shops|Housing,
LKO-PROP-14529,Lohia Path Area,Lohia Path Area - Sector A,Warehouse space,2465,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-14530,Chinhat Extension Phase 3,Chinhat Extension Phase 3 - Phase 3,Residential Plot,2904,High,High,7.0,Growth,Medium,Investment,
LKO-PROP-14531,Riverfront Extension Area,Riverfront Extension Area - Sector E,2BHK Apartment,2634,High,High,10.0,Premium,Medium,Tourism|Retail,
LKO-PROP-14532,Vrindavan Yojna,Vrindavan Yojna - Inner Circle,Retail Shop,3222,Medium,Medium,8.0,Planned,Medium,Residential|Offices,
LKO-PROP-14533,Raebareli Bypass,Raebareli Bypass - Sector F,3BHK Apartment,2599,Low,High,6.0,Outer Growth,Medium,Industrial,
LKO-PROP-14534,Shaheed Path,Shaheed Path - Sector H,Retail Shop,6186,High,High,10.0,Premium Growth,High,Corporate Offices,Premium fast developing corridor
LKO-PROP-14535,Rana Pratap Marg,Rana Pratap Marg - Sector H,Independent House,2760,High,Medium,10.0,Commercial,Medium,Offices,
LKO-PROP-14536,Sushant Golf City Extension,Sushant Golf City Extension - Sector E,Residential Plot,3180,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-14537,Vrindavan Yojna,Vrindavan Yojna - Extension,Independent House,3496,Medium,Medium,8.0,Planned,Medium,Residential|Offices,
LKO-PROP-14538,Gomti Riverfront Area,Gomti Riverfront Area - Phase 3,Commercial Plot,2969,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-14539,Gaurabagh,Gaurabagh - Phase 4,Independent House,3337,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-14540,Kalyanpur,Kalyanpur - Sector G,Retail Shop,2749,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-14541,Park Road,Park Road - Phase 4,Warehouse space,3832,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-14542,Alambagh,Alambagh - Extension,1BHK Apartment,3266,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-14543,Faizabad Road,Faizabad Road - Sector J,Warehouse space,2260,High,High,8.0,Growth,High,Mixed Business,Growth corridor affordable plots
LKO-PROP-14544,Daliganj Extension,Daliganj Extension - Sector D,1BHK Apartment,3469,High,Medium,7.0,Central,Medium,Retail|Offices,
LKO-PROP-14545,Gosainganj,Gosainganj - Phase 5,Commercial Plot,2604,Low,High,5.0,Outer Growth,Medium,Industrial|Farming,
LKO-PROP-14546,Transport Nagar Extension,Transport Nagar Extension - Sector D,Commercial Plot,2866,Medium,Medium,8.0,Industrial,Medium,Logistics,
LKO-PROP-14547,Ansal API Area,Ansal API Area - Sector J,2BHK Apartment,2634,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-14548,Kaiserbagh,Kaiserbagh - Phase 1,Residential Plot,3353,High,Medium,8.0,Commercial Core,Medium,Legal|Offices,
LKO-PROP-14549,Butler Colony,Butler Colony - Sector D,Residential Plot,2960,Medium,Low,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-14550,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Phase 4,Residential Plot,2977,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14551,Bijnor Extension,Bijnor Extension - Phase 5,Warehouse space,2860,Medium,High,7.0,Industrial Growth,Medium,Logistics,
LKO-PROP-14552,Eldeco Greens,Eldeco Greens - Sector F,Commercial Plot,2678,Medium,Medium,8.0,Planned,Medium,Residential Business,
LKO-PROP-14553,Vikas Nagar Extension,Vikas Nagar Extension - Sector J,Warehouse space,3504,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-14554,Transport Nagar,Transport Nagar - Sector I,2BHK Apartment,2670,Medium,High,7.0,Industrial,Medium,Logistics|Transport,
LKO-PROP-14555,Malhaur,Malhaur - Phase 4,Independent House,3070,Medium,High,7.0,Growth,High,Residential|Retail,Near Gomti Nagar extension
LKO-PROP-14556,DLF Garden City Area,DLF Garden City Area - Sector C,Commercial Plot,2648,Medium,High,8.0,Planned,Medium,Residential|Investment,
LKO-PROP-14557,Kalyanpur Extension,Kalyanpur Extension - Sector A,1BHK Apartment,3484,High,High,6.0,Growth,Medium,Local Shops,
LKO-PROP-14558,Airport Road Extension,Airport Road Extension - Sector I,Warehouse space,3644,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-14559,Chowk,Chowk - Main Road,1BHK Apartment,2780,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-14560,Ansal Sushant Area,Ansal Sushant Area - Sector F,Warehouse space,3542,Medium,High,8.0,Planned Growth,Medium,Residential|Retail,
LKO-PROP-14561,Golf City Extension,Golf City Extension - Sector J,3BHK Apartment,2675,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-14562,Indiranagar Sector 20,Indiranagar Sector 20 - Sector B,Independent House,2808,High,Medium,8.0,Premium,Medium,Residential Business,
LKO-PROP-14563,Charbagh,Charbagh - Phase 3,3BHK Apartment,2640,Very High,Medium,9.0,Commercial Core,Medium,Hotels|Food,
LKO-PROP-14564,Mahanagar,Mahanagar - Sector I,2BHK Apartment,3567,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-14565,Anora Kala,Anora Kala - Phase 5,Residential Plot,3572,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-14566,Kalyanpur,Kalyanpur - Sector G,Independent House,2792,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-14567,Raebareli Road Extension,Raebareli Road Extension - Phase 2,Retail Shop,3886,Medium,Medium,6.0,Developing,Medium,Warehousing,
LKO-PROP-14568,Hazratganj,Hazratganj - Phase 2,Residential Plot,3386,Very High,Medium,10.0,Commercial Core,Medium,Luxury Retail,
LKO-PROP-14569,Gomti Nagar Extension,Gomti Nagar Extension - Phase 3,Retail Shop,3712,High,High,8.0,Growth,Medium,Investment|Startups,
LKO-PROP-14570,Airport Road Extension,Airport Road Extension - Main Road,Retail Shop,3334,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-14571,Krishna Nagar,Krishna Nagar - Phase 4,2BHK Apartment,2799,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-14572,Mawaiyya,Mawaiyya - Sector G,Warehouse space,3175,Medium,Medium,7.0,Developing,Medium,Residential Business,
LKO-PROP-14573,Shaheed Path,Shaheed Path - Sector B,Commercial Plot,7017,High,High,10.0,Premium Growth,High,Corporate Offices,Premium fast developing corridor
LKO-PROP-14574,Kaiserbagh,Kaiserbagh - Sector D,2BHK Apartment,2685,High,Medium,8.0,Commercial Core,Medium,Legal|Offices,
LKO-PROP-14575,Janeshwar Mishra Park Area,Janeshwar Mishra Park Area - Sector H,Warehouse space,3751,High,High,9.0,Premium,Medium,Commercial|Tourism,
LKO-PROP-14576,Tedhi Pulia,Tedhi Pulia - Phase 1,1BHK Apartment,2671,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14577,Vikas Nagar Extension,Vikas Nagar Extension - Phase 4,3BHK Apartment,3608,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-14578,Airport Road,Airport Road - Phase 1,Residential Plot,3763,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14579,Rana Pratap Marg,Rana Pratap Marg - Sector J,1BHK Apartment,3808,High,Medium,10.0,Commercial,Medium,Offices,
LKO-PROP-14580,Rajajipuram,Rajajipuram - Inner Circle,Warehouse space,3660,High,Medium,6.0,Residential,Medium,Local Shops|Housing,
LKO-PROP-14581,Hazratganj,Hazratganj - Main Road,Retail Shop,2848,Very High,Medium,10.0,Commercial Core,Medium,Luxury Retail,
LKO-PROP-14582,Chowk,Chowk - Sector J,3BHK Apartment,3744,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-14583,Ansal Sushant,Ansal Sushant - Sector B,3BHK Apartment,3297,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14584,Kanpur Road,Kanpur Road - Sector F,Retail Shop,2259,Medium,Medium,7.0,Developing,Medium,Transport Business,Good connectivity near airport
LKO-PROP-14585,Rakabganj,Rakabganj - Phase 1,1BHK Apartment,2707,High,Medium,7.0,Commercial,Medium,Retail,
LKO-PROP-14586,Naka Hindola,Naka Hindola - Main Road,2BHK Apartment,2535,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-14587,Paper Mill Colony,Paper Mill Colony - Extension,Commercial Plot,3681,Medium,Medium,7.0,Residential,Medium,Housing,
LKO-PROP-14588,Sushant Golf City Extension,Sushant Golf City Extension - Phase 1,Retail Shop,3056,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-14589,Saadatganj,Saadatganj - Inner Circle,3BHK Apartment,3512,Medium,Medium,6.0,Old City,Medium,Residential Shops,
LKO-PROP-14590,Gomti Riverfront Area,Gomti Riverfront Area - Sector H,Independent House,3642,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-14591,Vikas Nagar Extension,Vikas Nagar Extension - Sector E,2BHK Apartment,3744,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-14592,Nishatganj Extension,Nishatganj Extension - Sector H,Warehouse space,3507,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-14593,Ashiyana,Ashiyana - Sector I,1BHK Apartment,2699,Medium,Medium,7.0,Residential,Medium,Residential Business,
LKO-PROP-14594,Nishatganj Extension,Nishatganj Extension - Inner Circle,2BHK Apartment,3459,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-14595,Amity University Road,Amity University Road - Extension,1BHK Apartment,3686,Medium,High,7.0,Growth,Medium,Student Business,
LKO-PROP-14596,Mahanagar,Mahanagar - Sector C,Warehouse space,3756,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-14597,Eldeco Extension Area,Eldeco Extension Area - Sector G,Independent House,3627,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-14598,Mawaiyya,Mawaiyya - Sector B,Warehouse space,3001,Medium,Medium,7.0,Developing,Medium,Residential Business,
LKO-PROP-14599,Eldeco Greens,Eldeco Greens - Phase 4,3BHK Apartment,3189,Medium,Medium,8.0,Planned,Medium,Residential Business,
LKO-PROP-14600,Vikas Nagar,Vikas Nagar - Phase 2,Commercial Plot,4089,Medium,Low,7.0,Premium,Low,Residential,Premium limited supply
LKO-PROP-14601,Omaxe Extension Area,Omaxe Extension Area - Phase 3,Independent House,3344,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-14602,Khadra,Khadra - Phase 2,Independent House,2938,High,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-14603,Janeshwar Park Extension,Janeshwar Park Extension - Sector E,3BHK Apartment,2810,High,High,9.0,Premium,Medium,Commercial,
LKO-PROP-14604,Janeshwar Mishra Park Area,Janeshwar Mishra Park Area - Phase 1,Residential Plot,3115,High,High,9.0,Premium,Medium,Commercial|Tourism,
LKO-PROP-14605,Deva Road Extension,Deva Road Extension - Sector A,Commercial Plot,2900,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-14606,Engineering College Road,Engineering College Road - Sector E,Independent House,3432,High,High,7.0,Growth,Medium,Student Business,
LKO-PROP-14607,Kanpur Road,Kanpur Road - Sector D,Residential Plot,2599,Medium,Medium,7.0,Developing,Medium,Transport Business,Good connectivity near airport
LKO-PROP-14608,Patrakarpuram,Patrakarpuram - Phase 4,Retail Shop,2853,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-14609,Kathauta Lake Area,Kathauta Lake Area - Phase 1,2BHK Apartment,3104,High,Medium,9.0,Premium,Medium,Cafes|Restaurants,
LKO-PROP-14610,IIM Road,IIM Road - Phase 3,Retail Shop,1648,Medium,Medium,6.0,Residential,High,Mixed Use,High growth (recent surge)
LKO-PROP-14611,Malhaur Extension,Malhaur Extension - Phase 3,Commercial Plot,2820,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14612,Lohia Path Area,Lohia Path Area - Sector H,Commercial Plot,2883,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-14613,Patrakarpuram Extension,Patrakarpuram Extension - Sector D,Residential Plot,3189,High,Medium,9.0,Commercial,Medium,Retail,
LKO-PROP-14614,Para Road,Para Road - Sector B,2BHK Apartment,3829,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-14615,Vikas Nagar,Vikas Nagar - Sector G,Commercial Plot,4605,Medium,Low,7.0,Premium,Low,Residential,Premium limited supply
LKO-PROP-14616,Krishna Nagar,Krishna Nagar - Phase 4,Residential Plot,3479,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-14617,Chinhat Extension Phase 3,Chinhat Extension Phase 3 - Phase 3,3BHK Apartment,3824,High,High,7.0,Growth,Medium,Investment,
LKO-PROP-14618,DLF Extension Area,DLF Extension Area - Phase 2,Warehouse space,2813,Medium,High,8.0,Planned,Medium,Residential,
LKO-PROP-14619,Aminabad,Aminabad - Phase 2,Residential Plot,3480,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-14620,Faizabad Road,Faizabad Road - Sector G,Commercial Plot,2444,High,High,8.0,Growth,High,Mixed Business,Growth corridor affordable plots
LKO-PROP-14621,Jankipuram Extension Phase 2,Jankipuram Extension Phase 2 - Phase 3,Commercial Plot,3033,Medium,High,6.0,Growth,Medium,Residential Growth,
LKO-PROP-14622,Mawaiyya,Mawaiyya - Sector D,1BHK Apartment,2946,Medium,Medium,7.0,Developing,Medium,Residential Business,
LKO-PROP-14623,Rahim Nagar,Rahim Nagar - Sector B,1BHK Apartment,3390,High,Medium,7.0,Developed,Medium,Shops|Retail,
LKO-PROP-14624,Indiranagar Sector 20,Indiranagar Sector 20 - Inner Circle,Retail Shop,2548,High,Medium,8.0,Premium,Medium,Residential Business,
LKO-PROP-14625,Malhaur,Malhaur - Sector I,2BHK Apartment,3760,Medium,High,7.0,Growth,High,Residential|Retail,Near Gomti Nagar extension
LKO-PROP-14626,Sultanpur Road,Sultanpur Road - Sector I,Commercial Plot,2453,Medium,High,9.0,Growth,High,Warehousing|Expansion,Emerging area strong growth
LKO-PROP-14627,Nishatganj,Nishatganj - Phase 3,Independent House,3351,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-14628,Gaurabagh,Gaurabagh - Sector G,Warehouse space,3288,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-14629,Jankipuram,Jankipuram - Inner Circle,3BHK Apartment,1916,High,Medium,6.0,Residential,Medium,Local Shops,Residential demand steady
LKO-PROP-14630,Chowk,Chowk - Sector A,Residential Plot,3390,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-14631,South City Phase 3,South City Phase 3 - Sector E,2BHK Apartment,2827,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-14632,Outer Ring Road,Outer Ring Road - Sector E,3BHK Apartment,3722,Low,High,7.0,Outer Growth,Medium,Warehousing,
LKO-PROP-14633,Para Road,Para Road - Inner Circle,3BHK Apartment,3279,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-14634,Transport Nagar,Transport Nagar - Sector B,3BHK Apartment,3760,Medium,High,7.0,Industrial,Medium,Logistics|Transport,
LKO-PROP-14635,MG Road Area,MG Road Area - Phase 2,Warehouse space,3659,Very High,Medium,10.0,Commercial Core,Medium,Retail,
LKO-PROP-14636,Kalyanpur,Kalyanpur - Sector F,1BHK Apartment,3615,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-14637,Anora Extension,Anora Extension - Sector B,2BHK Apartment,3668,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14638,Krishna Nagar,Krishna Nagar - Sector I,Residential Plot,3187,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-14639,Anora Kala,Anora Kala - Phase 5,Residential Plot,3174,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-14640,Uattardhona Extension,Uattardhona Extension - Sector J,2BHK Apartment,3705,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14641,Airport Road Extension,Airport Road Extension - Extension,1BHK Apartment,3453,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-14642,Naka Hindola,Naka Hindola - Main Road,2BHK Apartment,3215,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-14643,Sitapur Bypass,Sitapur Bypass - Inner Circle,Warehouse space,3768,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-14644,Jankipuram Extension Phase 2,Jankipuram Extension Phase 2 - Sector B,Independent House,3287,Medium,High,6.0,Growth,Medium,Residential Growth,
LKO-PROP-14645,Gomti Nagar,Gomti Nagar - Phase 1,1BHK Apartment,2144,High,Medium,9.0,Premium,Medium,Offices|Retail,Premium area high demand
LKO-PROP-14646,Safedabad Extension,Safedabad Extension - Sector B,3BHK Apartment,3853,Medium,High,7.0,Growth,Medium,Expansion,
LKO-PROP-14647,Sitapur Bypass,Sitapur Bypass - Sector B,2BHK Apartment,2920,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-14648,DLF Garden City Area,DLF Garden City Area - Sector D,3BHK Apartment,3308,Medium,High,8.0,Planned,Medium,Residential|Investment,
LKO-PROP-14649,Uattardhona,Uattardhona - Sector H,Residential Plot,3682,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-14650,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Phase 3,Commercial Plot,2547,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14651,Amar Shaheed Path,Amar Shaheed Path - Phase 4,Commercial Plot,2660,Medium,Medium,6.0,Residential,Medium,Mixed Use,High-end infrastructure zone
LKO-PROP-14652,Deva Road Extension,Deva Road Extension - Sector B,1BHK Apartment,3831,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-14653,Cantt Area,Cantt Area - Sector C,Warehouse space,3869,High,Medium,9.0,Premium,Medium,Offices|Housing,
LKO-PROP-14654,MG Road Area,MG Road Area - Sector I,Residential Plot,2613,Very High,Medium,10.0,Commercial Core,Medium,Retail,
LKO-PROP-14655,Ansal Sushant,Ansal Sushant - Sector E,Retail Shop,3467,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14656,Uattardhona Extension,Uattardhona Extension - Sector G,Commercial Plot,2440,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14657,Munshi Pulia,Munshi Pulia - Sector G,3BHK Apartment,3286,High,Medium,7.0,Developed,Medium,Local Shops,
LKO-PROP-14658,Tedhi Pulia Area,Tedhi Pulia Area - Phase 2,Warehouse space,2607,High,Medium,7.0,Developed,Medium,Shops|Retail,
LKO-PROP-14659,Aminabad,Aminabad - Sector D,Residential Plot,3058,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-14660,Tedhi Pulia Area,Tedhi Pulia Area - Sector G,Residential Plot,3725,High,Medium,7.0,Developed,Medium,Shops|Retail,
LKO-PROP-14661,Kathauta Lake Area,Kathauta Lake Area - Extension,Independent House,2634,High,Medium,9.0,Premium,Medium,Cafes|Restaurants,
LKO-PROP-14662,South City Phase 3,South City Phase 3 - Sector D,2BHK Apartment,3101,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-14663,Airport Road Extension,Airport Road Extension - Sector C,Residential Plot,3438,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-14664,Kapoorthala,Kapoorthala - Inner Circle,Warehouse space,2673,High,Medium,8.0,Commercial,Medium,Shops|Retail,
LKO-PROP-14665,Aminabad,Aminabad - Sector E,Residential Plot,3779,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-14666,Kukrail,Kukrail - Phase 4,Residential Plot,3545,Medium,High,7.0,Growth,Medium,Residential Expansion,
LKO-PROP-14667,Daliganj Extension,Daliganj Extension - Sector D,1BHK Apartment,3254,High,Medium,7.0,Central,Medium,Retail|Offices,
LKO-PROP-14668,Dubagga,Dubagga - Phase 5,Commercial Plot,3190,Medium,Medium,5.0,Developing,Medium,Small Business,
LKO-PROP-14669,Omaxe Residency Area,Omaxe Residency Area - Sector A,2BHK Apartment,3694,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-14670,Gomti Nagar Extension,Gomti Nagar Extension - Sector H,Commercial Plot,2428,High,High,8.0,Growth,Medium,Investment|Startups,
LKO-PROP-14671,Sultanpur Road,Sultanpur Road - Sector H,Residential Plot,2967,Medium,High,9.0,Growth,High,Warehousing|Expansion,Emerging area strong growth
LKO-PROP-14672,Lohia Path Area,Lohia Path Area - Extension,3BHK Apartment,3038,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-14673,Gomti Nagar Extension,Gomti Nagar Extension - Sector E,Commercial Plot,2799,High,High,8.0,Growth,Medium,Investment|Startups,
LKO-PROP-14674,Sultanpur Road,Sultanpur Road - Phase 4,2BHK Apartment,2839,Medium,High,9.0,Growth,High,Warehousing|Expansion,Emerging area strong growth
LKO-PROP-14675,Rajajipuram,Rajajipuram - Sector C,1BHK Apartment,3003,High,Medium,6.0,Residential,Medium,Local Shops|Housing,
LKO-PROP-14676,MG Road,MG Road - Phase 1,Retail Shop,2951,Medium,Medium,6.0,Residential,Medium,Mixed Use,
